Entity,Label
COPD,OBS-DP
Bibasilar,ANAT-DP
atelectasis,OBS-DP
lungs,ANAT-DP
mildly,OBS-DP
hyperinflated,OBS-DP
clear,OBS-DP
status,OBS-DP
post,OBS-DP
CABG,OBS-DP
intact,OBS-DP
median,OBS-DP
sternotomy,OBS-DP
wires,OBS-DP
fractures,OBS-DA
small,OBS-U
airway,ANAT-DP
obstruction,OBS-U
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
status,OBS-DP
post CABG,OBS-DP
Sternotomy,OBS-DP
wires,OBS-DP
intact,OBS-DP
appropriately,OBS-DP
aligned,OBS-DP
moderate,OBS-DP
enlargement,OBS-DP
cardiomediastinal,ANAT-DP
silhouette,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DP
mild,OBS-DP
interstitial,ANAT-DP
pulmonary,ANAT-DP
edema,OBS-DP
focal,OBS-DA
consolidations,OBS-DA
pneumonia,OBS-DA
small,OBS-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
pneumothorax,OBS-DA
acute,OBS-DA
osseous,ANAT-DP
abnormalities,OBS-DA
Vascular,ANAT-DP
congestion,OBS-DP
mild,OBS-DP
interstitial,ANAT-DP
pulmonary,ANAT-DP
edema,OBS-DP
focal,OBS-DA
consolidations,OBS-DA
pneumonia,OBS-DA
Small,OBS-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
improved,OBS-DP
lungs,ANAT-DP
hyperinflated,OBS-DP
diaphragms,ANAT-DP
flattened,OBS-DP
COPD,OBS-DP
Mild,OBS-DP
moderate,OBS-DP
cardiomegaly,OBS-DP
stable,OBS-DP
Mild,OBS-DP
increased,OBS-DP
interstitial,ANAT-DP
markings,OBS-DP
new,OBS-DP
mild,OBS-U
CHF,OBS-U
early,OBS-U
institial,ANAT-DP
infiltrate,OBS-U
focal,OBS-DA
infiltrate,OBS-DA
frank,OBS-DA
consolidation,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
Mild,OBS-DP
increased,OBS-DP
interstitial,ANAT-DP
markings,OBS-DP
mild,OBS-U
CHF,OBS-U
interstitial,ANAT-DP
infiltrate,OBS-U
increase,OBS-DP
interstitial,ANAT-DP
markings,OBS-DP
mild,OBS-U
interstitial,ANAT-DP
edema,OBS-U
atypical,OBS-U
infection,OBS-U
lobar,ANAT-DP
consolidation,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
cardiac,ANAT-DP
mediastinal,ANAT-DP
silhouettes,ANAT-DP
stable,OBS-DP
increase,OBS-DP
interstitial,ANAT-DP
markings,OBS-DP
mild,OBS-U
interstitial,ANAT-DP
edema,OBS-U
atypical,OBS-U
infection,OBS-U
subtle,OBS-DP
opacification,OBS-DP
lateral,ANAT-DP
right,ANAT-DP
heart,ANAT-DP
border,ANAT-DP
9 mm,OBS-DP
round,OBS-DP
opacity,OBS-DP
left,ANAT-DP
mid,ANAT-DP
lung,ANAT-DP
stable,OBS-DP
lungs,ANAT-DP
otherwise,OBS-DP
clear,OBS-DP
Moderate,OBS-DP
enlargement,OBS-DP
cardiac,ANAT-DP
silhouette,ANAT-DP
mediastinal,ANAT-DP
hilar,ANAT-DP
contours,ANAT-DP
normal,OBS-DP
pulmonary,ANAT-DP
vasculature,ANAT-DP
normal,OBS-DP
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
acute,OBS-DA
osseous,ANAT-DP
abnormalities,OBS-DA
pneumonia,OBS-DA
CHF,OBS-DA
right,ANAT-DP
upper,ANAT-DP
lobe,ANAT-DP
pneumonia,OBS-DA
new,OBS-DA
parenchymal,ANAT-DP
opacities,OBS-DA
Minimal,OBS-DP
pleural,ANAT-DP
thickening,OBS-DP
left,ANAT-DP
lateral,ANAT-DP
aspect,ANAT-DP
chest,ANAT-DP
wall,ANAT-DP
Moderate,OBS-DP
cardiomegaly,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DA
Mild,OBS-DP
elongation,OBS-DP
descending,ANAT-DP
aorta,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DA
lungs,ANAT-DP
hyperinflated,OBS-DP
flattening,OBS-DP
bilateral,ANAT-DP
hemidiaphragms,ANAT-DP
chronic,OBS-DP
pulmonary,ANAT-DP
disease,OBS-DP
diffuse,OBS-DP
prominent,OBS-DP
interstitial,ANAT-DP
markings,OBS-DP
improved,OBS-DP
resolving,OBS-U
interstitial,ANAT-DP
edema,OBS-U
Lungs,ANAT-DP
consolidations,OBS-DA
pleural,ANAT-DP
effusions,OBS-DA
pneumothorax,OBS-DA
Mediastinum,ANAT-DP
hila,ANAT-DP
normal,OBS-DP
Mild,OBS-DP
cardiomegaly,OBS-DP
stable,OBS-DP
acute,OBS-DA
osseous,ANAT-DP
abnormalities,OBS-DA
Improving,OBS-DP
diffuse,OBS-DP
interstitial,ANAT-DP
markings,OBS-DP
resolving,OBS-U
interstitial,ANAT-DP
edema,OBS-U
Diffuse,OBS-U
infectious,OBS-U
process,OBS-U
lungs,ANAT-DP
clear,OBS-DP
focal,OBS-DA
consolidation,OBS-DA
effusion,OBS-DA
pulmonary,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DP
overt,OBS-DA
pulmonary,ANAT-DP
edema,OBS-DA
Cardiac,ANAT-DP
silhouette,ANAT-DP
moderately,OBS-DP
enlarged,OBS-DP
acute,OBS-DA
osseous,ANAT-DP
abnormality,OBS-DA
Moderate,OBS-DP
cardiomegaly,OBS-DP
Pulmonary,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DP
overt,OBS-DA
pulmonary,ANAT-DP
edema,OBS-DA
flattening,OBS-DP
diaphragms,ANAT-DP
increase,OBS-DP
AP,ANAT-DP
diameter,ANAT-DP
chronic,OBS-DP
pulmonary,ANAT-DP
disease,OBS-DP
New,OBS-DP
opacity,OBS-DP
right,ANAT-DP
upper,ANAT-DP
lobe,ANAT-DP
Stable,OBS-DP
right,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
opacity,OBS-DP
Scattered,OBS-DP
bilateral,ANAT-DP
nodules,OBS-DP
unchanged,OBS-DP
pleural,ANAT-DP
effusion,OBS-DA
pulmonary,ANAT-DP
edema,OBS-DA
pneumothorax,OBS-DA
Stable,OBS-DP
tortuosity,OBS-DP
descending,ANAT-DP
aorta,ANAT-DP
Stable,OBS-DP
cardiomediastinal,ANAT-DP
silhouette,ANAT-DP
hila,ANAT-DP
New,OBS-DP
right,ANAT-DP
upper,ANAT-DP
lobe,ANAT-DP
pneumonia,OBS-DP
Lower,ANAT-DP
lung,ANAT-DP
volumes,ANAT-DP
secondary,OBS-DP
crowding,OBS-DP
bronchovascular,ANAT-DP
markings,OBS-DP
accentuation,OBS-DP
cardiomediastinal,ANAT-DP
silhouette,ANAT-DP
Right,ANAT-DP
mid,ANAT-DP
lung,ANAT-DP
opacity,OBS-DP
atelectasis,OBS-U
Tortuosity,OBS-DP
descending,ANAT-DP
thoracic,ANAT-DP
aorta,ANAT-DP
unchanged,OBS-DP
Cardiomegaly,OBS-DP
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
focal,OBS-DA
consolidation,OBS-DA
Ovoid,OBS-DP
9 mm,OBS-DP
opacity,OBS-DP
left,ANAT-DP
mid,ANAT-DP
lung,ANAT-DP
stable,OBS-DP
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
cardiac,ANAT-DP
mediastinal,ANAT-DP
silhouettes,ANAT-DP
stable,OBS-DP
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
Mild,OBS-DP
cardiomegaly,OBS-DP
flattening,OBS-DP
hemidiaphragms,ANAT-DP
mediastinal,ANAT-DP
hilar,ANAT-DP
contours,ANAT-DP
normal,OBS-DP
pulmonary,ANAT-DP
vasculature,ANAT-DP
normal,OBS-DP
focal,OBS-DA
consolidation,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
nodules,OBS-U
bilaterally,ANAT-DP
infiltrates,OBS-DA
acute,OBS-DA
heart,ANAT-DP
failure,OBS-DA
chronic,OBS-DP
lung,ANAT-DP
disease,OBS-DP
Cardiomegaly,OBS-DP
unchanged,OBS-DP
Mediastinal,ANAT-DP
silhouette,ANAT-DP
stable,OBS-DP
Diffuse,OBS-DP
interstitial,ANAT-DP
opacities,OBS-DP
unchanged,OBS-DP
findings,OBS-DP
new,OBS-DP
infectious,OBS-U
interstitial,ANAT-DP
lung,ANAT-DP
disease,OBS-U
lobar,ANAT-DP
consolidation,OBS-DA
effusion,OBS-DA
pneumothorax,OBS-DA
pneumonia,OBS-U
heart,ANAT-DP
mediastinal,ANAT-DP
contours,ANAT-DP
normal,OBS-DP
Bony,ANAT-DP
structures,ANAT-DP
intact,OBS-DP
free,OBS-DA
air,OBS-DA
below,ANAT-DP
right,ANAT-DP
hemidiaphragm,ANAT-DP
pneumonia,OBS-U
Left,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
atelectasis,OBS-DP
mild,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
Supportive,OBS-DP
devices,OBS-DP
appropriate,OBS-DP
position,OBS-DP
Left,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
atelectasis,OBS-DP
mild,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
Supportive,OBS-DP
devices,OBS-DP
appropriate,OBS-DP
position,OBS-DP
monitoring,OBS-DP
support,OBS-DP
devices,OBS-DP
unchanged,OBS-DP
pneumothorax,OBS-DA
Continued,OBS-DP
opacification,OBS-DP
left,ANAT-DP
base,ANAT-DP
volume,ANAT-DP
loss,OBS-DP
left,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
small,OBS-DP
effusion,OBS-DP
Lungs,ANAT-DP
fully,OBS-DP
expanded,OBS-DP
clear,OBS-DP
Cardiomediastinal,ANAT-DP
hilar,ANAT-DP
silhouettes,ANAT-DP
pleural,ANAT-DP
surfaces,ANAT-DP
normal,OBS-DP
mild,OBS-DA
mediastinal,ANAT-DP
venous,ANAT-DP
engorgement,OBS-DA
Lung,ANAT-DP
volumes,ANAT-DP
low,OBS-DP
dense,OBS-DP
device,OBS-DP
overlying,OBS-DP
midline,OBS-DP
esophagus,ANAT-DP
IJ,ANAT-DP
line,OBS-DP
tip,OBS-DP
SVC,ANAT-DP
fluid,OBS-DP
right,ANAT-DP
major,ANAT-DP
fissure,ANAT-DP
volume,ANAT-DP
loss,OBS-DP
both,ANAT-DP
bases,ANAT-DP
Left - sided,ANAT-DP
chest,ANAT-DP
tube,OBS-DP
unchanged,OBS-DP
small,OBS-DP
left,ANAT-DP
effusion,OBS-DP
left,ANAT-DP
chest,ANAT-DP
tube,OBS-DA
pneumothorax,OBS-DA
Opacification,OBS-DP
left,ANAT-DP
base,ANAT-DP
volume,ANAT-DP
loss,OBS-DP
lower,ANAT-DP
lobe,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
Monitoring,OBS-DP
support,OBS-DP
devices,OBS-DP
unchanged,OBS-DP
normal,OBS-DP
cardiomediastinal,ANAT-DP
silhouette,ANAT-DP
hyperinflated,OBS-DP
lungs,ANAT-DP
focal,OBS-DA
consolidation,OBS-DA
pneumothorax,OBS-DA
trace,OBS-U
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-U
right,ANAT-DP
chest,ANAT-DP
port,OBS-DP
catheter,OBS-DP
right,ANAT-DP
atrium,ANAT-DP
upper,ANAT-DP
abdomen,ANAT-DP
unremarkable,OBS-DP
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
Hyperinflated,OBS-DP
lungs,ANAT-DP
pleural,ANAT-DP
effusions,OBS-U
cardiac,ANAT-DP
mediastinal,ANAT-DP
hilar,ANAT-DP
contours,ANAT-DP
stable,OBS-DP
mediastinal,ANAT-DP
widening,OBS-DA
mild,OBS-DP
elevation,OBS-DP
right,ANAT-DP
hemidiaphragm,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DA
lungs,ANAT-DP
clear,OBS-DP
acute,OBS-DA
disease,OBS-DA
focal,OBS-DA
lesion,OBS-DA
infectious,OBS-DA
process,OBS-DA
over,OBS-DA
pulmonary,ANAT-DP
edema,OBS-DA
pneumothorax,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
right,ANAT-DP
chest,ANAT-DP
port,OBS-DP
tip,OBS-DP
low,ANAT-DP
superior vena cava,ANAT-DP
Heart,ANAT-DP
size,ANAT-DP
mediastinal,ANAT-DP
contours,ANAT-DP
stable,OBS-DP
Osseous,ANAT-DP
structures,ANAT-DP
acute,OBS-DA
abnormality,OBS-DA
acute,OBS-DA
intrathoracic,ANAT-DP
abnormality,OBS-DA
focal,OBS-DA
consolidation,OBS-DA
infectious,OBS-DA
process,OBS-DA
cardiac,ANAT-DP
silhouette,ANAT-DP
within,OBS-DP
upper,OBS-DP
limits,OBS-DP
normal,OBS-DP
mildly,OBS-DP
enlarged,OBS-DP
vascular,ANAT-DP
congestion,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
acute,OBS-DA
focal,OBS-DA
pneumonia,OBS-DA
right - sided,ANAT-DP
internal,ANAT-DP
jugular,ANAT-DP
catheter,OBS-DA
trachea,ANAT-DP
central,ANAT-DP
cardiomediastinal,ANAT-DP
contour,ANAT-DP
within,OBS-DP
normal,OBS-DP
limits,OBS-DP
Lung,ANAT-DP
volumes,ANAT-DP
unchanged,OBS-DP
pulmonary,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DA
consolidation,OBS-DA
pneumothorax,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
moderate,OBS-DP
multilevel,OBS-DP
degenerative,OBS-DP
changes,OBS-DP
thoracic,ANAT-DP
spine,ANAT-DP
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
tip,OBS-DP
right,ANAT-DP
central,ANAT-DP
venous,ANAT-DP
catheter,OBS-DP
superior,ANAT-DP
distal,ANAT-DP
SVC,ANAT-DP
left,ANAT-DP
subclavian,ANAT-DP
central,OBS-DA
venous,ANAT-DP
catheter,OBS-DA
Mildly,OBS-DP
increased,OBS-DP
pulmonary,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DP
overt,OBS-DA
pulmonary,ANAT-DP
edema,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
size,ANAT-DP
cardiomediastinal,ANAT-DP
silhouette,ANAT-DP
enlarged,OBS-DP
unchanged,OBS-DP
Mild,OBS-DP
pulmonary,ANAT-DP
vascular,ANAT-DP
congestion,OBS-DP
left,ANAT-DP
subclavian,ANAT-DP
central,ANAT-DP
venous,ANAT-DP
catheter,OBS-DA
new,OBS-DP
right,ANAT-DP
internal,ANAT-DP
jugular,ANAT-DP
central,ANAT-DP
venous,ANAT-DP
catheter,OBS-DP
tip,OBS-DP
distal,ANAT-DP
SVC,ANAT-DP
lung,ANAT-DP
volumes,ANAT-DP
normal,OBS-DP
Mild,OBS-DP
cardiomegaly,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DA
Right - sided,ANAT-DP
PICC,OBS-DP
tip,OBS-DP
cavoatrial,ANAT-DP
junction,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DA
pneumonia,OBS-DA
pulmonary,ANAT-DP
edema,OBS-DA
pneumothorax,OBS-DA
cardiac,ANAT-DP
silhouette,ANAT-DP
upper,OBS-U
limits,OBS-U
normal,OBS-U
mildly,OBS-U
enlarged,OBS-U
acute,OBS-DA
pneumonia,OBS-DA
vascular,ANAT-DP
congestion,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
Left,ANAT-DP
subclavian,ANAT-DP
catheter,OBS-DA
stable,OBS-DP
in position,OBS-DP
Increase,OBS-DP
caliber,OBS-DP
mediastinal,ANAT-DP
veins,ANAT-DP
pulmonary,ANAT-DP
vasculature,ANAT-DP
increased,OBS-DP
mild,OBS-DP
cardiomegaly,OBS-DP
increased,OBS-DP
intravascular,ANAT-DP
volume,ANAT-DP
mild,OBS-U
interstitial,ANAT-DP
edema,OBS-U
mild,OBS-U
interstitial,ANAT-DP
abnormality,OBS-U
Left,ANAT-DP
subclavian,ANAT-DP
line,OBS-DP
mid,ANAT-DP
SVC,ANAT-DP
pneumothorax,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
Port - A - Cath,OBS-DP
catheter,OBS-DP
tip,OBS-DP
cavoatrial junction,ANAT-DP
Heart,ANAT-DP
size,ANAT-DP
mediastinum,ANAT-DP
stable,OBS-DP
Lungs,ANAT-DP
essentially,OBS-DP
clear,OBS-DP
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
consolidation,OBS-DA
infection,OBS-DA
pneumonia,OBS-U
lungs,ANAT-DP
moderately,OBS-DP
well,OBS-DP
inflated,OBS-DP
clear,OBS-DP
pleural,ANAT-DP
effusions,OBS-DA
hemothorax,OBS-DA
pneumothorax,OBS-DA
Cardiomediastinal,ANAT-DP
silhouette,ANAT-DP
normal,OBS-DP
limits,OBS-DP
aortic,ANAT-DP
knuckle,ANAT-DP
calcification,OBS-DP
Left - sided,ANAT-DP
subclavian,ANAT-DP
line,OBS-DP
proximal,ANAT-DP
SVC,ANAT-DP
Diffuse,OBS-DP
demineralization,OBS-DP
Well,OBS-DP
inflated,OBS-DP
clear,OBS-DP
lungs,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DA
hemothorax,OBS-DA
pneumothorax,OBS-DA
Left,ANAT-DP
subclavian,ANAT-DP
line,OBS-DP
proximal,ANAT-DP
SVC,ANAT-DP
Heart,ANAT-DP
size,ANAT-DP
normal,OBS-DP
mediastinal,ANAT-DP
hilar,ANAT-DP
contours,ANAT-DP
normal,OBS-DP
pulmonary,ANAT-DP
vasculature,ANAT-DP
normal,OBS-DP
Lungs,ANAT-DP
clear,OBS-DP
small,OBS-DP
linear,OBS-DP
opacity,OBS-DP
left,ANAT-DP
lower,ANAT-DP
lung,ANAT-DP
fifth,ANAT-DP
anterior,ANAT-DP
rib,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
acute,OBS-DA
osseous,ANAT-DP
abnormalities,OBS-DA
Linear,OBS-DP
opacity,OBS-DP
left,ANAT-DP
lower,ANAT-DP
lung,ANAT-DP
atelectasis,OBS-U
early,OBS-U
focus,OBS-U
pneumonia,OBS-U
moderate,OBS-DP
cardiomegaly,OBS-DP
vascular,ANAT-DP
redistribution,OBS-DP
hazy,OBS-DP
ill - defined,OBS-DP
vascularity,OBS-DP
volume,ANAT-DP
loss,OBS-DP
bases,ANAT-DP
Right,ANAT-DP
IJ,OBS-DP
line,OBS-DP
unchanged,OBS-DP
small,OBS-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
Increased,OBS-DP
fluid,OBS-DP
overload,OBS-DP
Right,ANAT-DP
subclavian,ANAT-DP
venous,ANAT-DP
catheter,OBS-DP
mid,ANAT-DP
SVC,ANAT-DP
Small,OBS-DP
lingular,ANAT-DP
opacity,OBS-DP
Small,OBS-DP
Left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
new,OBS-DP
faint,OBS-DP
right,ANAT-DP
upper,ANAT-DP
lung,ANAT-DP
perihilar,ANAT-DP
opacity,OBS-DP
pneumothorax,OBS-DA
Cardiac,ANAT-DP
silhouette,ANAT-DP
mildly,OBS-DP
enlarged,OBS-DP
Small,OBS-DP
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
new,OBS-DP
Multifocal,OBS-DP
infection,OBS-DP
Small,OBS-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DP
decreased,OBS-DP
Mild,OBS-DP
cardiomegaly,OBS-DP
stable,OBS-DP
Lungs,ANAT-DP
clear,OBS-DP
pneumothorax,OBS-DA
parenchymal,ANAT-DP
opacities,OBS-DP
right,ANAT-DP
slightly,OBS-DP
increased,OBS-DP
in extent,OBS-DP
severity,OBS-DP
right,ANAT-DP
perihilar,ANAT-DP
Retrocardiac,ANAT-DP
atelectasis,OBS-DP
unchanged,OBS-DP
Moderate,OBS-DP
cardiomegaly,OBS-DP
valvular,ANAT-DP
replacement,OBS-DP
right internal jugular vein,OBS-DP
catheter,OBS-DP
unchanged,OBS-DP
position,ANAT-DP
Discrete,OBS-DP
consolidation,OBS-DP
right,ANAT-DP
lower,ANAT-DP
lobe,ANAT-DP
worsened,OBS-DP
pneumonia,OBS-DP
Left,ANAT-DP
infrahilar,ANAT-DP
consolidation,OBS-DP
atelectasis,OBS-DP
pneumothorax,OBS-DA
left,ANAT-DP
pleural,ANAT-DP
effusion,OBS-DA
left,ANAT-DP
pleural,ANAT-DP
drain,OBS-DA
Right,ANAT-DP
internal jugular,ANAT-DP
line,OBS-DP
low,ANAT-DP
SVC,ANAT-DP
Normal,OBS-DP
postoperative,OBS-DP
cardiomediastinal,ANAT-DP
silhouette,ANAT-DP
Cardiomediastinal,ANAT-DP
silhouette,ANAT-DP
normal,OBS-DP
postoperative,OBS-DP
appearance,OBS-DP
unchanged,OBS-DP
Lungs,ANAT-DP
low,OBS-DP
volume,ANAT-DP
clear,OBS-DP
Midline,ANAT-DP
left,ANAT-DP
pleural,ANAT-DP
drains,OBS-DP
in place,OBS-DP
pneumothorax,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pulmonary,ANAT-DP
edema,OBS-DA
Swan - Ganz,OBS-DP
catheter,OBS-DP
pulmonic,ANAT-DP
valve,ANAT-DP
ET,OBS-DP
tube,OBS-DP
standard,OBS-DP
placement,OBS-DP
Nasogastric,OBS-DP
tube,OBS-DP
upper,ANAT-DP
portion,ANAT-DP
nondistended,OBS-DP
stomach,ANAT-DP
Left,ANAT-DP
chest,ANAT-DP
tube,OBS-DP
in place,OBS-DP
ET,OBS-DP
tube,OBS-DP
5 cm above,ANAT-DP
carina,ANAT-DP
Median,ANAT-DP
sternotomy,OBS-DP
clips,OBS-DP
drains,OBS-DP
unchanged,OBS-DP
position,OBS-DP
NG,OBS-DP
tube,OBS-DP
migrated,OBS-DP
proximally,OBS-DP
near,ANAT-DP
cardia,ANAT-DP
stomach,ANAT-DP
port,OBS-DP
mid,ANAT-DP
esophagus,ANAT-DP
Right,ANAT-DP
layering,OBS-DP
mild,ANAT-DP
moderate,OBS-DP
pleural,ANAT-DP
effusion,OBS-DP
blurring,OBS-DP
right,ANAT-DP
hemidiaphragm,ANAT-DP
prominent,OBS-DP
vascularity,ANAT-DP
horizontal,OBS-DP
linear,OBS-DP
opacities,OBS-DP
mild,OBS-DP
interstitial,ANAT-DP
edema,OBS-DP
consolidation,OBS-DP
right,ANAT-DP
lower,ANAT-DP
lung,ANAT-DP
atelectasis,OBS-U
aspiration,OBS-U
heart,ANAT-DP
moderately,OBS-DP
enlarged,OBS-DP
mild,OBS-DP
right - sided,ANAT-DP
interstitial,ANAT-DP
edema,OBS-DP
layering,OBS-DP
right - sided,ANAT-DP
mild,OBS-DP
moderate,OBS-DP
pleural,ANAT-DP
effusion,OBS-DP
NG,OBS-DP
tube,OBS-DP
proximal,OBS-DP
side port,OBS-DP
mid,ANAT-DP
esophagus,ANAT-DP
NG,OBS-DP
tube,OBS-DP
Right,ANAT-DP
lower,ANAT-DP
lung,ANAT-DP
consolidation,OBS-DP
aspiration,OBS-U
atelectasis,OBS-U
the Swan - Ganz,OBS-DA
catheter,OBS-DA
other,OBS-DP
monitoring,OBS-DP
support,OBS-DP
devices,OBS-DP
left,ANAT-DP
chest,ANAT-DP
tube,OBS-DP
unchanged,OBS-DP
position,ANAT-DP
Minimal,OBS-DP
decrease,OBS-DP
lung,ANAT-DP
volumes,ANAT-DP
bilateral,ANAT-DP
subtle,OBS-DP
homogeneous,OBS-DP
opacities,OBS-DP
lung,ANAT-DP
bases,ANAT-DP
pleural,ANAT-DP
effusions,OBS-U
atelectasis,OBS-U
Unchanged,OBS-DP
mediastinum,ANAT-DP
heart,ANAT-DP
right,ANAT-DP
perihilar,ANAT-DP
opacities,OBS-DP
new,OBS-DA
areas,OBS-DA
consolidation,OBS-DA
worrisome,OBS-DA
infection,OBS-DA
Retrocardiac,ANAT-DP
atelectasis,OBS-DP
Trace,OBS-DP
bilateral,ANAT-DP
pleural,ANAT-DP
effusions,OBS-DP
unchanged,OBS-DP
Heart,ANAT-DP
moderately,OBS-DP
enlarged,OBS-DP
pulmonary,ANAT-DP
edema,OBS-DA
pneumothorax,OBS-DA
right,ANAT-DP
internal jugular,ANAT-DP
catheter,OBS-DP
mid,ANAT-DP
SVC,ANAT-DP
Sternotomy,OBS-DP
wires,OBS-DP
aortic,ANAT-DP
valve,ANAT-DP
replacement,OBS-DP
constant,OBS-DP
right,ANAT-DP
perihilar,ANAT-DP
opacities,OBS-DP
new,OBS-DA
areas,OBS-DA
consolidation,OBS-DA
lungs,ANAT-DP
clear,OBS-DP
cardiomediastinal,ANAT-DP
silhouette,ANAT-DP
within,OBS-DP
normal,OBS-DP
limits,OBS-DP
Biapical,ANAT-DP
scarring,OBS-DP
acute,OBS-DA
osseous,ANAT-DP
abnormality,OBS-DA
Surgical,OBS-DP
clips,OBS-DP
neck,ANAT-DP
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
heart,ANAT-DP
size,ANAT-DP
cardiomediastinal,ANAT-DP
contours,ANAT-DP
normal,OBS-DP
pneumomediastinum,OBS-DA
Biapical,ANAT-DP
scarring,OBS-DP
unchanged,OBS-DP
lungs,ANAT-DP
clear,OBS-DP
focal,OBS-DA
consolidation,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
acute,OBS-DA
cardiopulmonary,ANAT-DP
process,OBS-DA
focal,OBS-DA
consolidation,OBS-DA
pneumomediastinum,OBS-DA
lungs,ANAT-DP
well,OBS-DP
expanded,OBS-DP
clear,OBS-DP
focal,OBS-DA
consolidation,OBS-DA
pleural,ANAT-DP
effusion,OBS-DA
pneumothorax,OBS-DA
Heart,ANAT-DP
size,ANAT-DP
normal,OBS-DP
Mediastinal,ANAT-DP
silhouette,ANAT-DP
hilar,ANAT-DP
contours,ANAT-DP
normal,OBS-DP
Surgical,OBS-DP
clips,OBS-DP
neck,ANAT-DP
unchanged,OBS-DP
Biapical,ANAT-DP
scarring,OBS-DP
pneumonia,OBS-DA
edema,OBS-DA
effusion,OBS-DA
Minimal,OBS-DP
bilateral,ANAT-DP
symmetrical,OBS-DP
apical,ANAT-DP
scarring,OBS-DP
acute,OBS-DA
changes,OBS-DA
lung,ANAT-DP
parenchyma,ANAT-DP
pneumonia,OBS-DA
pulmonary,ANAT-DP
edema,OBS-DA
pleural,ANAT-DP
effusions,OBS-DA
Unchanged,OBS-DP
size,ANAT-DP
shape,ANAT-DP
cardiac,ANAT-DP
silhouette,ANAT-DP
stable,OBS-DP
mild,OBS-DP
biapical,ANAT-DP
scarring,OBS-DP
lungs,ANAT-DP
clear,OBS-DP
pneumothorax,OBS-DA
heart,ANAT-DP
mediastinum,ANAT-DP
within,OBS-DP
normal,OBS-DP
limits,OBS-DP
Upper,ANAT-DP
paratracheal,ANAT-DP
surgical,OBS-DP
clips,OBS-DP
pneumonia,OBS-DA
cardiac,ANAT-DP
silhouette,ANAT-DP
slightly,OBS-DP
increased,OBS-DP
borderline,OBS-DP
cardiomegaly,OBS-DP
Mild,OBS-DP
deviation,OBS-DP
trachea,ANAT-DP
left,OBS-DP
right,ANAT-DP
thyroid,ANAT-DP
lobe,ANAT-DP
enlargement,OBS-DP
Right,ANAT-DP
pleural,ANAT-DP
thickening,OBS-DP
scarring,OBS-DP
atelectasis,OBS-DP
focal,OBS-DA
consolidation,OBS-DA
